T(K),Rs(Ohmsq)
128.72,3921.68219
128.75,3923.50918
128.76,3923.42313
128.78,3923.92981
128.8,3921.61969
128.82,3924.39469
128.84,3925.79718
128.86,3924.85802
128.89,3924.69405
128.9,3924.95608
128.93,3925.89695
128.94,3924.7188
128.96,3926.9717
128.98,3926.94746
128.99,3927.15811
129.01,3927.51216
129.04,3931.63588
129.06,3929.52289
129.08,3928.80972
129.1,3929.66084
129.12,3928.96336
129.14,3927.91349
129.16,3930.61452
129.18,3931.77598
129.19,3930.72163
129.22,3929.69644
129.24,3931.52695
129.26,3932.58831
129.28,3930.95117
129.29,3932.92245
129.33,3933.24472
129.34,3933.32724
129.36,3932.52603
129.37,3934.09728
129.4,3934.15716
129.41,3934.93647
129.44,3934.83529
129.46,3936.66147
129.48,3935.80395
129.49,3934.41097
129.52,3936.89782
129.53,3937.42239
129.55,3935.68223
129.58,3938.2373
129.6,3938.3265
129.63,3937.15358
129.63,3938.56207
129.66,3940.33679
129.68,3939.11959
129.7,3940.3165
129.73,3940.31315
129.74,3943.31847
129.75,3940.6797
129.79,3940.05381
129.81,3941.36604
129.82,3941.78538
129.83,3941.64398
129.86,3943.85316
129.88,3943.66559
129.89,3943.02869
129.92,3945.38801
129.93,3944.7735
129.96,3945.25355
129.97,3944.6087
130,3945.59217
130.01,3944.78163
130.04,3946.33075
130.05,3946.4557
130.07,3947.17488
130.1,3948.06029
130.11,3948.90072
130.14,3946.65541
130.15,3948.68431
130.17,3948.64416
130.19,3949.2314
130.22,3950.01963
130.24,3949.30945
130.25,3949.33922
130.28,3950.44018
130.29,3948.6392
130.32,3950.51173
130.32,3952.98019
130.35,3950.4379
130.36,3950.49292
130.38,3953.29611
130.41,3952.77505
130.41,3952.33336
130.44,3953.54862
130.45,3953.48224
130.48,3954.87023
130.5,3954.6879
130.52,3956.50807
130.53,3955.01878
130.55,3958.82123
130.57,3956.59393
130.6,3956.28477
130.6,3958.03133
130.62,3956.80618
130.65,3957.11075
130.66,3958.73964
130.69,3957.50956
130.7,3959.13423
130.71,3958.96568
130.72,3958.30075
130.75,3959.45048
130.77,3959.97303
130.78,3960.14291
130.81,3959.23273
130.82,3962.49216
130.84,3961.46732
130.86,3962.61258
130.88,3963.15028
130.9,3965.89573
130.92,3962.00841
130.94,3964.29226
130.94,3962.84582
130.97,3964.17279
130.99,3963.75179
131,3965.1806
131.02,3965.05326
131.04,3964.98351
131.05,3964.32117
131.09,3966.95393
131.1,3967.59576
131.12,3967.60976
131.13,3966.74723
131.16,3967.61561
131.18,3968.09277
131.2,3968.44753
131.22,3967.61569
131.23,3972.3948
131.25,3968.33198
131.25,3969.61118
131.29,3971.92379
131.31,3969.45793
131.32,3971.71656
131.34,3970.41463
131.36,3969.82181
131.37,3969.47562
131.39,3972.49003
131.41,3974.33232
131.44,3972.79764
131.45,3973.5396
131.48,3972.78396
131.49,3974.04028
131.5,3973.38842
131.53,3973.93322
131.55,3976.02646
131.56,3975.86403
131.58,3972.71501
131.6,3975.64394
131.62,3978.68456
131.64,3973.37141
131.65,3976.29161
131.67,3977.54931
131.7,3976.42614
131.7,3975.53962
131.73,3977.19696
131.74,3979.02923
131.78,3979.01836
131.78,3977.9903
131.8,3981.16439
131.82,3980.46807
131.84,3979.37381
131.86,3982.0543
131.88,3979.85606
131.9,3981.33688
131.91,3980.7505
131.94,3983.08738
131.95,3981.65405
131.96,3980.85793
131.99,3980.5561
132.01,3982.73467
132.03,3983.42741
132.04,3982.32626
132.06,3984.35494
132.09,3984.0575
132.1,3984.15095
132.11,3984.29869
132.15,3986.82223
132.15,3985.31704
132.17,3984.40934
132.19,3990.49007
132.2,3986.89447
132.22,3985.80889
132.24,3990.02027
132.26,3989.13164
132.28,3988.61971
132.29,3987.58014
132.33,3988.4258
132.34,3987.60073
132.35,3988.08493
132.38,3990.45715
132.38,3989.97877
132.4,3989.66528
132.42,3990.99547
132.44,3990.98902
132.46,3991.67258
132.48,3990.40171
132.5,3991.40869
132.51,3991.99058
132.53,3992.78161
132.56,3992.36311
132.57,3993.02191
132.58,3993.35597
132.6,3996.53644
132.62,3996.89284
132.64,3994.17608
132.66,3994.24991
132.67,3995.15533
132.69,3996.73641
132.71,3994.23288
132.73,3997.56237
132.75,3999.34837
132.77,3996.51557
132.79,3998.03558
132.79,3997.67529
132.83,3996.12358
132.83,3996.26736
132.85,3998.07016
132.88,3999.80535
132.9,3999.20702
132.91,4000.27606
132.93,4000.66945
132.95,4000.52572
132.96,3999.25659
132.98,4001.17749
133,4001.95609
133.02,4001.69685
133.04,4002.21582
133.06,4002.41085
133.08,4003.14081
133.08,4002.32304
133.11,4003.92269
133.13,4004.17883
133.14,4002.29002
133.17,4005.22677
133.19,4004.16959
133.2,4005.14858
133.21,4005.2758
133.24,4004.85695
133.26,4006.06877
133.27,4006.39456
133.29,4006.68442
133.31,4006.57876
133.32,4007.69565
133.34,4008.15822
133.37,4007.74141
133.38,4010.84205
133.4,4008.49099
133.42,4005.34474
133.44,4009.0161
133.46,4010.13843
133.47,4010.27026
133.49,4009.44337
133.51,4011.50791
133.52,4010.12333
133.55,4010.96009
133.56,4011.36113
133.58,4012.16954
133.6,4011.86293
133.62,4012.01536
133.64,4012.54022
133.66,4013.13164
133.67,4013.47053
133.71,4015.519
133.72,4013.73823
133.72,4014.30484
133.74,4012.92331
133.77,4014.17573
133.78,4015.43595
133.81,4016.19206
133.82,4016.1766
133.85,4016.74729
133.87,4016.65213
133.87,4016.34615
133.91,4016.2169
133.91,4017.15571
133.94,4019.12829
133.94,4017.895
133.98,4018.42021
133.99,4018.98722
134.02,4018.89286
134.02,4020.91864
134.05,4020.1934
134.07,4019.55339
134.08,4020.32634
134.1,4021.36441
134.11,4021.84291
134.14,4021.96203
134.16,4024.05738
134.18,4021.43384
134.19,4023.83639
134.22,4022.72885
134.23,4023.07903
134.26,4022.22522
134.28,4024.38507
134.29,4024.0324
134.31,4022.82553
134.33,4024.83524
134.35,4024.91518
134.37,4027.81612
134.38,4025.53402
134.39,4025.59413
134.42,4026.20973
134.45,4027.94153
134.45,4026.17833
134.47,4025.96315
134.49,4027.59811
134.5,4028.5041
134.52,4028.10148
134.54,4028.21364
134.56,4029.29105
134.59,4030.20339
134.59,4029.54767
134.6,4028.30106
134.62,4029.92109
134.64,4030.68258
134.67,4030.25046
134.68,4031.6924
134.7,4033.52292
134.71,4032.27848
134.74,4032.00193
134.75,4031.68329
134.78,4034.06697
134.79,4033.32176
134.8,4033.51236
134.81,4034.87832
134.83,4035.61173
134.85,4034.10929
134.88,4034.7247
134.89,4035.77157
134.9,4035.93903
134.92,4035.39219
134.94,4035.18765
134.95,4036.20487
134.98,4037.33257
134.99,4036.89894
135.01,4038.35719
135.02,4038.80903
135.04,4038.74179
135.06,4038.12369
135.09,4038.84421
135.09,4039.97435
135.1,4039.69476
135.12,4039.9452
135.15,4039.2712
135.15,4040.31846
135.18,4039.66464
135.2,4040.91091
135.21,4040.51716
135.24,4041.82137
135.25,4041.50747
135.27,4041.4569
135.29,4040.16179
135.3,4040.39329
135.33,4044.14195
135.35,4044.39597
135.35,4043.10983
135.38,4044.34066
135.39,4045.38564
135.42,4043.90469
135.42,4044.99139
135.44,4044.20857
135.46,4044.47691
135.47,4046.42713
135.49,4046.33705
135.51,4046.21822
135.52,4046.74286
135.54,4047.75297
135.56,4048.39537
135.58,4048.39249
135.6,4046.288
135.62,4047.63977
135.64,4048.35651
135.66,4048.66078
135.68,4049.49323
135.69,4052.67447
135.71,4050.40568
135.72,4051.90048
135.73,4051.79105
135.77,4048.70291
135.78,4049.02885
135.79,4051.30649
135.81,4052.27859
135.83,4052.8432
135.84,4052.01711
135.85,4053.92234
135.88,4054.13074
135.9,4053.72078
135.91,4054.1963
135.92,4053.8522
135.94,4055.19653
135.96,4055.87161
135.98,4055.39928
136,4057.69875
136.02,4055.77367
136.02,4056.54378
136.05,4055.22248
136.06,4055.82525
136.08,4056.5513
136.11,4058.21855
136.12,4058.83102
136.14,4058.14342
136.15,4060.28297
136.17,4058.60802
136.2,4058.31122
136.21,4060.63327
136.22,4060.21927
136.25,4061.69246
136.27,4058.96717
136.28,4059.95646
136.3,4060.18818
136.32,4060.26316
136.34,4061.46189
136.34,4062.32577
136.37,4063.70067
136.38,4062.52159
136.4,4062.86204
136.42,4061.25343
136.43,4064.76003
136.46,4062.79437
136.47,4065.1651
136.48,4063.62867
136.52,4064.50542
136.52,4064.11379
136.54,4064.84757
136.56,4066.44005
136.57,4067.05506
136.59,4066.32816
136.61,4066.10322
136.62,4067.08245
136.64,4066.52631
136.65,4067.36775
136.67,4069.07902
136.69,4066.99335
136.71,4068.97996
136.73,4068.15919
136.75,4069.27979
136.76,4069.2997
136.77,4068.44688
136.8,4071.3616
136.8,4071.244
136.82,4071.06951
136.84,4071.31894
136.86,4071.92195
136.88,4071.98346
136.89,4071.57235
136.9,4072.36233
136.92,4073.00267
136.94,4072.272
136.96,4072.21894
136.98,4072.86457
137,4073.91581
137.01,4075.60711
137.02,4074.99555
137.04,4074.16068
137.06,4074.84718
137.07,4072.21986
137.08,4075.42336
137.11,4076.02486
137.12,4077.89319
137.13,4077.36824
137.15,4076.81324
137.17,4077.1316
137.18,4077.9006
137.21,4078.4406
137.22,4077.99794
137.24,4077.32795
137.25,4078.02715
137.27,4079.36688
137.28,4079.20745
137.31,4078.70695
137.33,4079.59347
137.34,4080.80786
137.36,4080.00486
137.38,4080.70511
137.38,4083.17025
137.41,4080.02174
137.43,4081.57638
137.44,4082.41211
137.46,4081.50416
137.47,4082.26984
137.49,4083.24743
137.5,4083.4587
137.52,4082.89848
137.54,4083.17253
137.55,4084.12247
137.57,4083.7022
137.59,4085.74981
137.6,4083.51937
137.62,4083.46487
137.64,4085.90736
137.66,4087.74135
137.68,4086.28733
137.69,4085.89576
137.7,4087.44365
137.73,4087.87895
137.74,4086.27034
137.75,4088.70582
137.77,4087.83835
137.78,4087.77957
137.81,4088.40504
137.83,4089.69817
137.85,4089.1805
137.86,4088.8658
137.88,4089.97275
137.9,4089.43716
137.9,4089.53458
137.93,4091.02909
137.95,4091.99653
137.97,4091.27462
137.98,4092.34767
138,4092.2882
138.01,4091.85878
138.03,4092.4637
138.05,4093.05186
138.06,4092.93467
138.07,4092.56516
138.1,4093.91736
138.11,4093.56793
138.13,4092.92491
138.14,4094.83331
138.16,4094.26244
138.18,4096.39087
138.2,4094.98588
138.22,4094.01009
138.23,4095.87424
138.24,4097.32978
138.27,4098.47494
138.29,4098.42301
138.3,4095.91347
138.32,4097.22128
138.33,4097.76411
138.35,4096.12202
138.38,4097.71773
138.39,4098.81934
138.4,4100.66485
138.42,4099.07742
138.44,4099.02877
138.45,4098.72577
138.47,4100.46326
138.49,4101.69175
138.52,4100.12748
138.53,4100.72591
138.54,4099.95709
138.57,4102.03184
138.58,4102.22747
138.6,4102.54922
138.61,4102.49215
138.64,4103.65992
138.65,4102.80503
138.67,4103.59914
138.69,4102.54259
138.7,4104.85177
138.71,4105.4534
138.74,4105.70917
138.75,4105.32602
138.76,4105.74359
138.78,4105.21127
138.8,4107.22577
138.81,4105.61516
138.84,4106.33658
138.85,4105.81593
138.88,4107.2316
138.89,4108.70906
138.9,4107.45658
138.92,4108.4842
138.93,4107.22875
138.95,4107.70406
138.97,4110.17503
139.01,4108.48048
139.02,4109.04576
139.03,4110.11468
139.04,4110.40317
139.05,4108.46456
139.08,4111.31228
139.09,4110.85542
139.12,4110.68442
139.13,4110.76291
139.14,4113.22986
139.16,4112.62388
139.18,4110.9056
139.21,4113.64664
139.21,4112.75823
139.24,4113.12466
139.26,4114.61762
139.25,4113.55861
139.29,4115.16936
139.3,4113.55438
139.32,4115.22183
139.33,4114.17113
139.35,4115.87412
139.37,4118.11783
139.38,4117.37692
139.4,4117.03474
139.42,4116.68202
139.43,4114.97432
139.45,4117.43865
139.47,4116.79401
139.49,4117.71447
139.51,4117.57993
139.53,4118.21841
139.53,4118.22475
139.56,4119.23478
139.57,4119.02805
139.6,4119.45998
139.61,4117.57496
139.63,4120.18982
139.64,4120.06826
139.65,4120.82494
139.68,4121.75832
139.7,4123.10881
139.72,4121.3154
139.73,4120.08014
139.75,4121.3653
139.77,4122.80774
139.79,4122.57923
139.79,4122.9645
139.82,4124.33066
139.84,4123.70252
139.85,4122.60651
139.88,4122.36574
139.89,4125.68727
139.91,4123.69716
139.93,4124.66084
139.93,4127.54313
139.95,4125.01046
139.97,4125.69711
139.99,4125.7898
140,4126.52337
140.02,4127.88539
140.04,4128.19811
140.05,4127.9262
140.07,4127.36402
140.09,4127.59317
140.11,4127.98197
140.12,4131.02474
140.13,4128.66209
140.16,4131.18221
140.17,4130.77273
140.18,4129.32534
140.2,4129.28189
140.21,4129.37118
140.22,4131.07973
140.25,4131.7773
140.27,4131.49757
140.29,4131.1105
140.3,4133.01954
140.31,4132.75629
140.34,4132.79406
140.35,4132.39354
140.35,4131.58051
140.37,4133.07859
140.39,4133.27925
140.41,4134.28295
140.42,4135.15031
140.44,4133.76136
140.44,4133.34489
140.47,4135.31951
140.5,4135.07874
140.51,4135.7716
140.52,4136.32336
140.53,4136.48614
140.56,4137.03445
140.56,4138.14548
140.58,4137.93662
140.6,4137.59409
140.61,4137.84142
140.63,4138.44192
140.66,4136.83092
140.67,4138.99283
140.68,4139.61993
140.7,4139.15698
140.72,4139.62971
140.72,4139.19612
140.75,4141.13407
140.76,4140.1831
140.77,4139.01777
140.8,4141.1085
140.81,4142.77796
140.84,4141.56826
140.85,4140.39799
140.86,4142.53446
140.87,4142.40328
140.9,4143.05479
140.91,4143.86109
140.92,4144.08336
140.94,4144.12996
140.95,4144.31131
140.97,4144.96166
141,4145.52148
141.01,4144.67333
141.03,4144.83721
141.04,4145.0949
141.05,4146.16469
141.07,4147.26221
141.1,4146.50289
141.12,4147.8967
141.13,4146.1618
141.14,4147.07621
141.16,4148.80207
141.17,4148.13672
141.19,4146.66207
141.2,4148.06926
141.22,4151.20198
141.22,4149.84297
141.26,4149.18324
141.27,4148.94266
141.29,4151.90388
141.3,4150.19168
141.32,4149.60932
141.33,4152.11529
141.35,4151.39759
141.37,4151.93085
141.39,4151.84022
141.41,4151.93846
141.42,4152.32261
141.44,4151.42731
141.45,4153.59449
141.47,4152.74574
141.49,4152.75122
141.51,4154.07233
141.53,4154.89268
141.53,4155.18094
141.56,4155.12776
141.57,4154.50185
141.59,4155.35472
141.59,4155.33076
141.62,4156.28858
141.64,4154.78779
141.65,4156.69931
141.66,4156.42971
141.68,4157.24611
141.7,4157.9066
141.71,4157.91821
141.72,4158.83827
141.75,4158.74998
141.76,4158.53265
141.78,4158.33862
141.8,4160.22112
141.81,4161.50024
141.84,4160.65682
141.84,4159.17586
141.87,4160.51041
141.88,4162.17645
141.9,4162.00731
141.9,4161.65912
141.93,4162.95374
141.95,4160.14249
141.97,4161.46261
141.99,4162.98495
141.99,4162.82903
142.01,4162.99086
142.02,4162.22988
142.04,4163.19398
142.07,4164.10703
142.08,4166.20653
142.1,4163.80731
142.1,4164.9731
142.12,4165.32393
142.15,4165.62037
142.15,4165.52239
142.17,4165.9364
142.2,4165.82797
142.21,4167.16342
142.24,4166.23823
142.24,4165.43274
142.25,4166.31095
142.28,4168.58527
142.29,4168.86198
142.31,4165.81852
142.31,4168.23471
142.35,4167.5273
142.35,4167.92861
142.37,4168.35945
142.38,4168.81601
142.4,4169.02757
142.42,4169.22882
142.44,4169.74361
142.44,4170.64933
142.48,4171.01372
142.49,4171.32959
142.49,4172.73028
142.51,4171.39626
142.52,4172.42132
142.54,4172.76886
142.56,4173.6782
142.58,4173.27854
142.6,4172.62071
142.62,4173.4779
142.62,4174.24333
142.65,4173.57707
142.67,4174.00681
142.67,4174.05397
142.68,4174.90394
142.71,4173.75815
142.72,4175.64919
142.73,4175.14738
142.76,4175.90706
142.77,4176.78708
142.79,4175.95657
142.82,4177.11399
142.82,4177.35903
142.83,4176.07467
142.85,4177.95274
142.87,4179.23901
142.89,4176.27358
142.9,4178.4064
142.92,4180.8912
142.93,4179.19159
142.95,4178.66029
142.96,4179.73877
142.98,4179.70678
143.01,4179.45178
143.02,4180.8268
143.05,4180.90651
143.05,4180.76789
143.07,4181.70485
143.08,4181.84357
143.09,4182.58198
143.1,4182.63329
143.12,4182.76965
143.15,4183.40405
143.17,4183.80854
143.17,4183.76291
143.2,4183.68654
143.2,4183.7856
143.22,4184.0411
143.24,4184.81559
143.26,4185.06018
143.27,4184.91176
143.28,4183.60642
143.3,4185.43768
143.32,4187.10881
143.33,4185.99696
143.35,4184.97713
143.37,4185.72697
143.39,4187.46714
143.4,4186.2317
143.42,4187.90426
143.44,4188.32759
143.46,4188.6319
143.46,4188.41963
143.5,4190.7882
143.51,4190.04938
143.51,4189.91752
143.54,4189.73859
143.55,4190.3572
143.56,4189.28633
143.59,4190.30781
143.61,4192.39679
143.61,4190.80371
143.63,4191.89181
143.65,4191.91273
143.67,4191.33965
143.67,4193.13706
143.7,4193.23458
143.72,4194.45319
143.72,4193.25806
143.75,4193.86473
143.77,4193.05794
143.78,4193.36952
143.79,4194.24505
143.81,4193.72033
143.83,4195.51688
143.84,4194.53304
143.85,4193.82268
143.87,4196.58684
143.89,4196.88982
143.91,4196.77805
143.92,4196.58079
143.93,4197.78201
143.96,4196.91883
143.98,4196.09484
143.99,4198.28055
143.99,4200.19968
144.01,4198.21113
144.04,4198.54663
144.05,4199.11317
144.08,4199.27239
144.08,4200.52942
144.11,4199.95173
144.12,4200.36889
144.14,4200.68467
144.15,4200.23732
144.17,4201.03669
144.19,4201.29766
144.2,4202.65787
144.21,4200.87328
144.23,4202.39633
144.25,4205.23362
144.27,4203.17513
144.29,4203.74775
144.29,4204.15019
144.31,4203.61053
144.33,4205.04696
144.35,4204.14449
144.36,4206.77294
144.37,4204.65423
144.38,4206.12415
144.4,4205.61366
144.43,4206.31242
144.43,4206.68131
144.44,4206.65692
144.46,4207.59218
144.48,4207.97337
144.5,4207.2138
144.52,4207.33616
144.53,4209.28818
144.53,4206.88899
144.57,4206.81731
144.56,4209.82885
144.58,4209.52331
144.6,4211.47726
144.62,4211.56314
144.63,4207.67781
144.66,4209.67119
144.66,4211.06697
144.68,4211.60833
144.69,4210.83865
144.72,4211.73519
144.72,4212.93182
144.75,4211.82612
144.77,4212.25611
144.77,4213.17702
144.79,4214.39042
144.81,4214.19393
144.83,4212.70418
144.83,4213.17971
144.85,4214.61087
144.87,4215.0531
144.87,4215.41185
144.91,4215.06128
144.92,4214.27138
144.93,4215.1724
144.94,4214.57422
144.95,4216.9956
144.98,4216.54659
144.99,4216.86201
145.01,4217.63417
145.01,4217.64819
145.03,4217.4461
145.06,4215.38171
145.07,4218.8527
145.09,4219.01465
145.1,4218.34607
145.11,4219.51189
145.13,4219.33538
145.14,4219.37622
145.17,4217.89012
145.19,4221.07487
145.18,4218.89051
145.21,4219.32309
145.22,4222.28279
145.24,4220.44658
145.24,4219.70313
145.27,4220.28104
145.29,4220.53964
145.31,4222.71242
145.31,4221.67223
145.32,4221.49483
145.35,4222.8175
145.36,4223.43677
145.38,4222.43823
145.4,4224.61737
145.41,4225.86263
145.43,4224.05859
145.44,4225.35618
145.47,4222.85211
145.48,4224.33431
145.49,4225.80839
145.51,4225.54107
145.52,4224.61005
145.54,4225.49614
145.55,4225.30933
145.57,4227.54829
145.59,4227.83421
145.6,4226.70148
145.62,4227.30253
145.64,4228.15231
145.64,4227.81615
145.67,4229.7813
145.68,4228.76746
145.71,4230.32185
145.72,4230.71119
145.73,4228.90468
145.74,4229.97776
145.76,4229.688
145.76,4230.58181
145.78,4230.31499
145.82,4231.05892
145.82,4231.21757
145.83,4232.2096
145.84,4231.9275
145.86,4231.50108
145.89,4233.49703
145.91,4233.40137
145.93,4230.41551
145.92,4231.08864
145.95,4234.29117
145.96,4234.25214
145.99,4234.48996
146,4232.82809
146.01,4233.71275
146.02,4233.29972
146.04,4235.49229
146.05,4236.06829
146.06,4235.0271
146.08,4236.47097
146.1,4236.73056
146.13,4235.23708
146.12,4237.85869
146.15,4235.16432
146.17,4237.07442
146.19,4237.34826
146.2,4238.4584
146.22,4238.62529
146.23,4238.59249
146.24,4238.55749
146.26,4238.39788
146.27,4240.1094
146.28,4239.39283
146.33,4237.28584
146.32,4239.10623
146.34,4239.14463
146.36,4241.59439
146.37,4239.30566
146.39,4241.8512
146.4,4240.06474
146.41,4241.75912
146.43,4242.87247
146.44,4242.96572
146.46,4243.34108
146.47,4243.95476
146.49,4241.73848
146.51,4244.1654
146.53,4241.54981
146.56,4243.32727
146.55,4245.19733
146.58,4243.86652
146.58,4244.74556
146.6,4244.77496
146.63,4246.63255
146.64,4246.15122
146.65,4245.2932
146.67,4243.30884
146.69,4246.84671
146.7,4246.51538
146.7,4246.38847
146.73,4247.05408
146.74,4246.33467
146.76,4248.94692
146.78,4248.99653
146.79,4247.22827
146.81,4249.02682
146.82,4248.83598
146.83,4248.25405
146.85,4249.26023
146.86,4249.43097
146.9,4248.64383
146.9,4249.8308
146.91,4251.15491
146.94,4250.55964
146.94,4249.38869
146.96,4250.39799
146.99,4251.25915
147,4249.99615
147.02,4252.86758
147.03,4253.07958
147.05,4253.6347
147.05,4253.66351
147.07,4254.04978
147.1,4254.75921
147.1,4253.33039
147.13,4255.26104
147.14,4253.21194
147.16,4253.43413
147.17,4253.68646
147.18,4255.45082
147.2,4256.24749
147.22,4255.40489
147.23,4255.29389
147.25,4256.28618
147.27,4255.68063
147.29,4256.97482
147.3,4256.60781
147.32,4257.85805
147.33,4258.13541
147.34,4258.00058
147.36,4259.2781
147.38,4257.4269
147.39,4257.56236
147.41,4259.56083
147.4,4258.73388
147.43,4259.14444
147.45,4257.90898
147.46,4259.5686
147.48,4259.76419
147.5,4258.63674
147.51,4260.74252
147.52,4260.81084
147.54,4261.05931
147.56,4261.66162
147.59,4261.71828
147.58,4261.92158
147.62,4262.53929
147.63,4262.80849
147.64,4261.67378
147.64,4264.25218
147.67,4262.52899
147.69,4263.15239
147.7,4265.17947
147.71,4263.34185
147.73,4262.91116
147.75,4265.64089
147.76,4266.75038
147.76,4265.45089
147.79,4265.25703
147.81,4266.92765
147.82,4265.96196
147.84,4264.9591
147.85,4267.21052
147.87,4266.60495
147.89,4267.99115
147.9,4267.76962
147.9,4267.85608
147.93,4269.02049
147.95,4268.23164
147.97,4267.82637
147.98,4269.63045
147.98,4268.75393
148.01,4268.96031
148.02,4269.78156
148.03,4270.97931
148.05,4269.77776
148.07,4270.15347
148.08,4270.6758
148.1,4272.01485
148.12,4271.32673
148.13,4270.71189
148.15,4271.82523
148.15,4272.19458
148.18,4272.98572
148.18,4272.13105
148.22,4274.40854
148.21,4273.90375
148.23,4274.02668
148.25,4274.17827
148.27,4273.81825
148.29,4273.10443
148.3,4275.49503
148.31,4275.91738
148.34,4275.06771
148.34,4275.50382
148.34,4275.23109
148.38,4276.35566
148.4,4276.87951
148.41,4276.26437
148.42,4278.75931
148.44,4278.58384
148.45,4277.54595
148.46,4278.25138
148.47,4277.74148
148.49,4278.0422
148.52,4277.76451
148.52,4279.54877
148.55,4278.52391
148.56,4279.13417
148.56,4280.31041
148.58,4279.76111
148.6,4280.59795
148.61,4280.56988
148.62,4281.23009
148.64,4280.58297
148.65,4281.96755
148.67,4281.22643
148.69,4281.47062
148.7,4282.11085
148.72,4282.15637
148.73,4282.96806
148.76,4283.23583
148.76,4283.58627
148.78,4283.18135
148.79,4282.09489
148.8,4282.85359
148.82,4283.81819
148.83,4285.85332
148.86,4284.28305
148.87,4284.87226
148.88,4285.58118
148.9,4285.17321
148.9,4285.42835
148.92,4286.46245
148.93,4286.33607
148.95,4287.0239
148.96,4288.16323
148.98,4285.94251
149,4286.43918
149,4286.9719
149.02,4286.20077
149.04,4287.98221
149.05,4288.1043
149.06,4288.62606
149.08,4290.3357
149.09,4289.21268
149.11,4289.84815
149.13,4289.14792
149.14,4289.8611
149.16,4289.76601
149.17,4290.54926
149.19,4289.8186
149.2,4290.78157
149.2,4292.2255
149.23,4290.7054
149.24,4291.20891
149.25,4291.5663
149.27,4291.37985
149.29,4291.98465
149.3,4292.99453
149.31,4293.66967
149.33,4293.87961
149.32,4293.27032
149.37,4294.90961
149.37,4294.18705
149.4,4293.67604
149.4,4295.43981
149.41,4294.67274
149.43,4295.89368
149.44,4295.51024
149.46,4295.43642
149.46,4296.03259
149.49,4294.04136
149.5,4294.17263
149.52,4297.20664
149.53,4295.3586
149.54,4295.40465
149.56,4298.18864
149.59,4297.32866
149.59,4298.27133
149.61,4296.93601
149.62,4297.42276
149.63,4297.92439
149.65,4301.30996
149.67,4300.64302
149.67,4298.90711
149.68,4300.43342
149.71,4300.25519
149.74,4300.29111
149.75,4300.50415
149.74,4301.45558
149.77,4300.95401
149.77,4300.80051
149.79,4301.33197
149.82,4301.16312
149.82,4302.80985
149.84,4302.88013
149.86,4302.90332
149.87,4301.78207
149.9,4302.46035
149.9,4303.93951
149.92,4304.864
149.93,4302.89197
149.95,4304.2651
149.96,4305.32148
149.98,4303.8503
149.99,4304.72663
150,4304.45759
150.02,4305.26578
150.03,4305.25006
150.04,4306.11443
150.06,4307.31026
150.07,4306.42402
150.09,4305.96172
150.1,4308.16405
150.13,4305.32187
150.14,4307.17536
150.14,4308.35742
150.16,4307.6371
150.19,4307.92052
150.2,4307.75391
150.21,4309.1633
150.23,4306.68112
150.23,4308.84501
150.24,4309.26588
150.27,4310.2203
150.28,4311.71226
150.29,4311.27853
150.32,4309.81286
150.32,4310.20207
150.34,4309.95776
150.35,4310.96867
150.37,4310.83748
150.38,4311.83843
150.4,4312.19647
150.42,4312.88602
150.44,4313.28441
150.45,4312.2906
150.47,4313.21858
150.48,4312.91301
150.49,4313.6699
150.49,4313.42517
150.53,4313.93029
150.54,4315.15759
150.54,4314.69479
150.55,4313.66622
150.58,4314.77142
150.59,4313.97924
150.6,4314.86369
150.62,4316.3208
150.64,4316.16542
150.66,4316.48112
150.66,4316.32272
150.68,4318.22109
150.69,4318.91808
150.71,4317.85714
150.73,4316.87565
150.74,4317.68513
150.75,4317.98774
150.77,4318.34248
150.78,4319.22023
150.79,4319.37718
150.81,4320.35218
150.82,4321.43716
150.84,4318.86142
150.86,4319.82263
150.87,4320.55636
150.89,4318.73906
150.89,4319.87517
150.9,4320.31565
150.92,4321.09131
150.93,4321.7668
150.94,4321.83248
150.97,4321.85863
150.98,4319.99473
150.99,4322.33143
151,4322.60124
151.02,4323.40724
151.03,4322.41057
151.04,4324.7383
151.06,4323.76712
151.08,4321.93715
151.09,4323.87878
151.1,4325.4692
151.12,4324.58665
151.13,4324.74896
151.14,4324.26482
151.17,4325.49843
151.18,4325.62786
151.19,4325.85647
151.2,4325.68023
151.21,4325.72244
151.23,4326.83592
151.24,4327.01847
151.25,4326.51475
151.27,4327.88346
151.29,4327.1677
151.3,4329.22656
151.3,4327.08546
151.33,4329.22229
151.34,4329.99168
151.35,4328.3503
151.37,4329.91561
151.39,4328.32552
151.38,4329.18351
151.42,4330.02548
151.42,4328.80651
151.43,4330.1251
151.45,4329.48457
151.46,4331.06853
151.49,4330.77755
151.49,4330.83179
151.5,4331.41076
151.51,4330.17547
151.53,4332.17759
151.55,4333.71421
151.56,4332.80422
151.58,4332.43391
151.6,4332.68765
151.59,4333.38569
151.6,4334.19969
151.63,4334.07771
151.64,4334.8974
151.65,4335.307
151.67,4334.34707
151.68,4333.82447
151.7,4334.82042
151.71,4335.96666
151.73,4335.82273
151.73,4335.95694
151.75,4336.00641
151.78,4336.28438
151.8,4336.37809
151.79,4335.93293
151.82,4336.01535
151.82,4336.47466
151.84,4337.39982
151.85,4338.91068
151.87,4338.20903
151.87,4337.84249
151.89,4337.93582
151.93,4338.81546
