# Adapted from Miriade.ephemcc.results
# Request:
# targetType: Planet,targetNumber: 4,targetName: Mars,Diameter: 6780.00 km,Orbital period: 6.86980000E+02 d,Time_Scale: UTC,Planetary_Theory: INPOP13C,Coordinates: Ecliptic,frameType: Astrometric J2000,frameCentre: Geocenter
# Nb rows: 900
Target,Date,Longitude (d:m:s),Longitude (decimal),Latitude (d:m:s),Latitude (decimal)
Mars,2016-11-21,308 26 57.6275,308.44934097,-01 35 47.5773,-1.59654925
Mars,2016-11-22,309 11 34.8117,309.19300325,-01 34 44.5172,-1.57903256
Mars,2016-11-23,309 56 14.7021,309.93741725,-01 33 41.3498,-1.56148606
Mars,2016-11-24,310 40 57.2342,310.68256506,-01 32 38.0880,-1.54391333
Mars,2016-11-25,311 25 42.3375,311.42842708,-01 31 34.7441,-1.52631781
Mars,2016-11-26,312 10 29.9358,312.17498217,-01 30 31.3299,-1.50870275
Mars,2016-11-27,312 55 19.9473,312.92220758,-01 29 27.8565,-1.49107125
Mars,2016-11-28,313 40 12.2850,313.67007917,-01 28 24.3343,-1.47342619
Mars,2016-11-29,314 25 6.8569,314.41857136,-01 27 20.7728,-1.45577022
Mars,2016-11-30,315 10 3.5658,315.16765717,-01 26 17.1810,-1.43810583
Mars,2016-12-01,315 55 2.3096,315.91730822,-01 25 13.5665,-1.42043514
Mars,2016-12-02,316 40 2.9815,316.66749486,-01 24 9.9365,-1.40276014
Mars,2016-12-03,317 25 5.4704,317.41818622,-01 23 6.2968,-1.38508244
Mars,2016-12-04,318 10 9.6613,318.16935036,-01 22 2.6526,-1.36740350
Mars,2016-12-05,318 55 15.4360,318.92095444,-01 20 59.0081,-1.34972447
Mars,2016-12-06,319 40 22.6735,319.67296486,-01 19 55.3667,-1.33204631
Mars,2016-12-07,320 25 31.2511,320.42534753,-01 18 51.7307,-1.31436964
Mars,2016-12-08,321 10 41.0457,321.17806825,-01 17 48.1021,-1.29669503
Mars,2016-12-09,321 55 51.9354,321.93109317,-01 16 44.4824,-1.27902289
Mars,2016-12-10,322 41 3.8021,322.68438947,-01 15 40.8725,-1.26135347
Mars,2016-12-11,323 26 16.5350,323.43792639,-01 14 37.2738,-1.24368717
Mars,2016-12-12,324 11 30.0345,324.19167625,-01 13 33.6882,-1.22602450
Mars,2016-12-13,324 56 44.2160,324.94561556,-01 12 30.1189,-1.20836636
Mars,2016-12-14,325 41 59.0123,325.69972564,-01 11 26.5705,-1.19071403
Mars,2016-12-15,326 27 14.3730,326.45399250,-01 10 23.0498,-1.17306939
Mars,2016-12-16,327 12 30.2622,327.20840617,-01 9 19.5652,-1.15543478
Mars,2016-12-17,327 57 46.6535,327.96295931,-01 8 16.1267,-1.13781297
Mars,2016-12-18,328 43 3.5246,328.71764572,-01 7 12.7450,-1.12020694
Mars,2016-12-19,329 28 20.8531,329.47245919,-01 6 9.4314,-1.10261983
Mars,2016-12-20,330 13 38.6133,330.22739258,-01 5 6.1968,-1.08505467
Mars,2016-12-21,330 58 56.7748,330.98243744,-01 4 3.0522,-1.06751450
Mars,2016-12-22,331 44 15.3020,331.73758389,-01 3 0.0075,-1.05000208
Mars,2016-12-23,332 29 34.1543,332.49282064,-01 1 57.0724,-1.03252011
Mars,2016-12-24,333 14 53.2865,333.24813514,-01 0 54.2558,-1.01507106
Mars,2016-12-25,334 0 12.6488,334.00351356,-00 59 51.5658,-0.99765717
Mars,2016-12-26,334 45 32.1874,334.75894094,-00 58 49.0099,-0.98028053
Mars,2016-12-27,335 30 51.8443,335.51440119,-00 57 46.5948,-0.96294300
Mars,2016-12-28,336 16 11.5569,336.26987692,-00 56 44.3267,-0.94564631
Mars,2016-12-29,337 1 31.2579,337.02534942,-00 55 42.2106,-0.92839183
Mars,2016-12-30,337 46 50.8751,337.78079864,-00 54 40.2509,-0.91118081
Mars,2016-12-31,338 32 10.3310,338.53620306,-00 53 38.4510,-0.89401417
Mars,2017-01-01,339 17 29.5749,339.29154858,-00 52 36.8130,-0.87689250
Mars,2017-01-02,340 2 48.4570,340.04679361,-00 51 35.3401,-0.85981669
Mars,2017-01-03,340 48 6.9183,340.80192175,-00 50 34.0328,-0.84278689
Mars,2017-01-04,341 33 24.8656,341.55690711,-00 49 32.8918,-0.82580328
Mars,2017-01-05,342 18 42.2043,342.31172342,-00 48 31.9176,-0.80886600
Mars,2017-01-06,343 3 58.8405,343.06634458,-00 47 31.1104,-0.79197511
Mars,2017-01-07,343 49 14.6825,343.82074514,-00 46 30.4707,-0.77513075
Mars,2017-01-08,344 34 29.6439,344.57490108,-00 45 29.9993,-0.75833314
Mars,2017-01-09,345 19 43.6463,345.32879064,-00 44 29.6980,-0.74158278
Mars,2017-01-10,346 4 56.6219,346.08239497,-00 43 29.5696,-0.72488044
Mars,2017-01-11,346 50 8.5165,346.83569903,-00 42 29.6184,-0.70822733
Mars,2017-01-12,347 35 19.2895,347.58869153,-00 41 29.8497,-0.69162492
Mars,2017-01-13,348 20 28.9141,348.34136503,-00 40 30.2705,-0.67507514
Mars,2017-01-14,349 5 37.3740,349.09371500,-00 39 30.8886,-0.65858017
Mars,2017-01-15,349 50 44.6602,349.84573894,-00 38 31.7121,-0.64214225
Mars,2017-01-16,350 35 50.7671,350.59743531,-00 37 32.7495,-0.62576375
Mars,2017-01-17,351 20 55.6891,351.34880253,-00 36 34.0087,-0.60944686
Mars,2017-01-18,352 5 59.4185,352.09983847,-00 35 35.4974,-0.59319372
Mars,2017-01-19,352 51 1.9442,352.85054006,-00 34 37.2225,-0.57700625
Mars,2017-01-20,353 36 3.2516,353.60090322,-00 33 39.1901,-0.56088614
Mars,2017-01-21,354 21 3.3224,354.35092289,-00 32 41.4057,-0.54483492
Mars,2017-01-22,355 6 2.1347,355.10059297,-00 31 43.8742,-0.52885394
Mars,2017-01-23,355 50 59.6636,355.84990656,-00 30 46.5998,-0.51294439
Mars,2017-01-24,356 35 55.8805,356.59885569,-00 29 49.5859,-0.49710719
Mars,2017-01-25,357 20 50.7534,357.34743150,-00 28 52.8352,-0.48134311
Mars,2017-01-26,358 5 44.2461,358.09562392,-00 27 56.3500,-0.46565278
Mars,2017-01-27,358 50 36.3178,358.84342161,-00 27 0.1314,-0.45003650
Mars,2017-01-28,359 35 26.9220,359.59081167,-00 26 4.1801,-0.43449447
Mars,2017-01-29,0 20 16.0068,0.33777967,-00 25 8.4958,-0.41902661
Mars,2017-01-30,1 5 3.5145,1.08430958,-00 24 13.0777,-0.40363269
Mars,2017-01-31,1 49 49.3820,1.83038389,-00 23 17.9246,-0.38831239
Mars,2017-02-01,2 34 33.5420,2.57598389,-00 22 23.0347,-0.37306519
Mars,2017-02-02,3 19 15.9248,3.32109022,-00 21 28.4067,-0.35789075
Mars,2017-02-03,4 3 56.4604,4.06568344,-00 20 34.0391,-0.34278864
Mars,2017-02-04,4 48 35.0802,4.80974450,-00 19 39.9311,-0.32775864
Mars,2017-02-05,5 33 11.7202,5.55325561,-00 18 46.0827,-0.31280075
Mars,2017-02-06,6 17 46.3224,6.29620067,-00 17 52.4947,-0.29791519
Mars,2017-02-07,7 2 18.8378,7.03856606,-00 16 59.1690,-0.28310250
Mars,2017-02-08,7 46 49.2272,7.78034089,-00 16 6.1088,-0.26836356
Mars,2017-02-09,8 31 17.4625,8.52151736,-00 15 13.3180,-0.25369944
Mars,2017-02-10,9 15 43.5269,9.26209081,-00 14 20.8015,-0.23911153
Mars,2017-02-11,10 0 7.4131,10.00205919,-00 13 28.5649,-0.22460136
Mars,2017-02-12,10 44 29.1220,10.74142278,-00 12 36.6136,-0.21017044
Mars,2017-02-13,11 28 48.6597,11.48018325,-00 11 44.9534,-0.19582039
Mars,2017-02-14,12 13 6.0347,12.21834297,-00 10 53.5894,-0.18155261
Mars,2017-02-15,12 57 21.2565,12.95590458,-00 10 2.5262,-0.16736839
Mars,2017-02-16,13 41 34.3331,13.69287031,-00 9 11.7679,-0.15326886
Mars,2017-02-17,14 25 45.2708,14.42924189,-00 8 21.3176,-0.13925489
Mars,2017-02-18,15 9 54.0731,15.16502031,-00 7 31.1780,-0.12532722
Mars,2017-02-19,15 54 0.7414,15.90020594,-00 6 41.3511,-0.11148642
Mars,2017-02-20,16 38 5.2742,16.63479839,-00 5 51.8382,-0.09773283
Mars,2017-02-21,17 22 7.6676,17.36879656,-00 5 2.6401,-0.08406669
Mars,2017-02-22,18 6 7.9149,18.10219858,-00 4 13.7569,-0.07048803
Mars,2017-02-23,18 50 6.0061,18.83500169,-00 3 25.1882,-0.05699672
Mars,2017-02-24,19 34 1.9272,19.56720200,-00 2 36.9327,-0.04359242
Mars,2017-02-25,20 17 55.6592,20.29879422,-00 1 48.9887,-0.03027464
Mars,2017-02-26,21 1 47.1772,21.02977144,-00 1 1.3537,-0.01704269
Mars,2017-02-27,21 45 36.4496,21.76012489,-00 0 14.0248,-0.00389578
Mars,2017-02-28,22 29 23.4383,22.48984397,+00 0 33.0013,0.00916703
Mars,2017-03-01,23 13 8.0987,23.21891631,+00 1 19.7280,0.02214667
Mars,2017-03-02,23 56 50.3821,23.94732836,+00 2 6.1584,0.03504400
Mars,2017-03-03,24 40 30.2377,24.67506603,+00 2 52.2951,0.04785975
Mars,2017-03-04,25 24 7.6151,25.40211531,+00 3 38.1396,0.06059433
Mars,2017-03-05,26 7 42.4678,26.12846328,+00 4 23.6930,0.07324806
Mars,2017-03-06,26 51 14.7548,26.85409856,+00 5 8.9548,0.08582078
Mars,2017-03-07,27 34 44.4424,27.57901178,+00 5 53.9238,0.09831217
Mars,2017-03-08,28 18 11.5060,28.30319611,+00 6 38.5978,0.11072161
Mars,2017-03-09,29 1 35.9296,29.02664711,+00 7 22.9740,0.12304833
Mars,2017-03-10,29 44 57.7064,29.74936289,+00 8 7.0489,0.13529136
Mars,2017-03-11,30 28 16.8379,30.47134386,+00 8 50.8189,0.14744969
Mars,2017-03-12,31 11 33.3327,31.19259242,+00 9 34.2805,0.15952236
Mars,2017-03-13,31 54 47.2049,31.91311247,+00 10 17.4300,0.17150833
Mars,2017-03-14,32 37 58.4725,32.63290903,+00 11 0.2645,0.18340681
Mars,2017-03-15,33 21 7.1559,33.35198775,+00 11 42.7816,0.19521711
Mars,2017-03-16,34 4 13.2759,34.07035442,+00 12 24.9793,0.20693869
Mars,2017-03-17,34 47 16.8533,34.78801481,+00 13 6.8565,0.21857125
Mars,2017-03-18,35 30 17.9075,35.50497431,+00 13 48.4124,0.23011456
Mars,2017-03-19,36 13 16.4567,36.22123797,+00 14 29.6470,0.24156861
Mars,2017-03-20,36 56 12.5173,36.93681036,+00 15 10.5609,0.25293358
Mars,2017-03-21,37 39 6.1037,37.65169547,+00 15 51.1552,0.26420978
Mars,2017-03-22,38 21 57.2284,38.36589678,+00 16 31.4313,0.27539758
Mars,2017-03-23,39 4 45.9013,39.07941703,+00 17 11.3915,0.28649764
Mars,2017-03-24,39 47 32.1291,39.79225808,+00 17 51.0385,0.29751069
Mars,2017-03-25,40 30 15.9147,40.50442075,+00 18 30.3754,0.30843761
Mars,2017-03-26,41 12 57.2553,41.21590425,+00 19 9.4060,0.31927944
Mars,2017-03-27,41 55 36.1416,41.92670600,+00 19 48.1344,0.33003733
Mars,2017-03-28,42 38 12.5569,42.63682136,+00 20 26.5652,0.34071256
Mars,2017-03-29,43 20 46.4767,43.34624353,+00 21 4.7025,0.35130625
Mars,2017-03-30,44 3 17.8697,44.05496381,+00 21 42.5502,0.36181950
Mars,2017-03-31,44 45 46.7004,44.76297233,+00 22 20.1114,0.37225317
Mars,2017-04-01,45 28 12.9322,45.47025894,+00 22 57.3882,0.38260783
Mars,2017-04-02,46 10 36.5302,46.17681394,+00 23 34.3814,0.39288372
Mars,2017-04-03,46 52 57.4649,46.88262914,+00 24 11.0910,0.40308083
Mars,2017-04-04,47 35 15.7135,47.58769819,+00 24 47.5158,0.41319883
Mars,2017-04-05,48 17 31.2613,48.29201703,+00 25 23.6540,0.42323722
Mars,2017-04-06,48 59 44.1018,48.99558383,+00 25 59.5034,0.43319539
Mars,2017-04-07,49 41 54.2359,49.69839886,+00 26 35.0614,0.44307261
Mars,2017-04-08,50 24 1.6721,50.40046447,+00 27 10.3255,0.45286819
Mars,2017-04-09,51 6 6.4245,51.10178458,+00 27 45.2934,0.46258150
Mars,2017-04-10,51 48 8.5129,51.80236469,+00 28 19.9630,0.47221194
Mars,2017-04-11,52 30 7.9605,52.50221125,+00 28 54.3327,0.48175908
Mars,2017-04-12,53 12 4.7939,53.20133164,+00 29 28.4014,0.49122261
Mars,2017-04-13,53 53 59.0413,53.89973369,+00 30 2.1685,0.50060236
Mars,2017-04-14,54 35 50.7318,54.59742550,+00 30 35.6340,0.50989833
Mars,2017-04-15,55 17 39.8949,55.29441525,+00 31 8.7984,0.51911067
Mars,2017-04-16,55 59 26.5593,55.99071092,+00 31 41.6629,0.52823969
Mars,2017-04-17,56 41 10.7530,56.68632028,+00 32 14.2290,0.53728583
Mars,2017-04-18,57 22 52.5030,57.38125083,+00 32 46.4987,0.54624964
Mars,2017-04-19,58 4 31.8345,58.07550958,+00 33 18.4746,0.55513183
Mars,2017-04-20,58 46 8.7712,58.76910311,+00 33 50.1597,0.56393325
Mars,2017-04-21,59 27 43.3341,59.46203725,+00 34 21.5573,0.57265481
Mars,2017-04-22,60 9 15.5412,60.15431700,+00 34 52.6714,0.58129761
Mars,2017-04-23,60 50 45.4060,60.84594611,+00 35 23.5062,0.58986283
Mars,2017-04-24,61 32 12.9362,61.53692672,+00 35 54.0663,0.59835175
Mars,2017-04-25,62 13 38.1322,62.22725894,+00 36 24.3563,0.60676564
Mars,2017-04-26,62 55 0.9861,62.91694058,+00 36 54.3807,0.61510575
Mars,2017-04-27,63 36 21.4816,63.60596711,+00 37 24.1434,0.62337317
Mars,2017-04-28,64 17 39.5961,64.29433225,+00 37 53.6474,0.63156872
Mars,2017-04-29,64 58 55.3027,64.98202853,+00 38 22.8946,0.63969294
Mars,2017-04-30,65 40 8.5749,65.66904858,+00 38 51.8856,0.64774600
Mars,2017-05-01,66 21 19.3895,66.35538597,+00 39 20.6200,0.65572778
Mars,2017-05-02,67 2 27.7295,67.04103597,+00 39 49.0964,0.66363789
Mars,2017-05-03,67 43 33.5853,67.72599592,+00 40 17.3130,0.67147583
Mars,2017-05-04,68 24 36.9553,68.41026536,+00 40 45.2676,0.67924100
Mars,2017-05-05,69 5 37.8451,69.09384586,+00 41 12.9581,0.68693281
Mars,2017-05-06,69 46 36.2667,69.77674075,+00 41 40.3826,0.69455072
Mars,2017-05-07,70 27 32.2377,70.45895492,+00 42 7.5393,0.70209425
Mars,2017-05-08,71 8 25.7803,71.14049453,+00 42 34.4271,0.70956308
Mars,2017-05-09,71 49 16.9206,71.82136683,+00 43 1.0451,0.71695697
Mars,2017-05-10,72 30 5.6876,72.50157989,+00 43 27.3929,0.72427581
Mars,2017-05-11,73 10 52.1129,73.18114247,+00 43 53.4707,0.73151964
Mars,2017-05-12,73 51 36.2294,73.86006372,+00 44 19.2791,0.73868864
Mars,2017-05-13,74 32 18.0715,74.53835319,+00 44 44.8193,0.74578314
Mars,2017-05-14,75 12 57.6738,75.21602050,+00 45 10.0929,0.75280358
Mars,2017-05-15,75 53 35.0708,75.89307522,+00 45 35.1020,0.75975056
Mars,2017-05-16,76 34 10.2969,76.56952692,+00 45 59.8490,0.76662472
Mars,2017-05-17,77 14 43.3852,77.24538478,+00 46 24.3370,0.77342694
Mars,2017-05-18,77 55 14.3678,77.92065772,+00 46 48.5692,0.78015811
Mars,2017-05-19,78 35 43.2747,78.59535408,+00 47 12.5494,0.78681928
Mars,2017-05-20,79 16 10.1334,79.26948150,+00 47 36.2814,0.79341150
Mars,2017-05-21,79 56 34.9679,79.94304664,+00 47 59.7697,0.79993603
Mars,2017-05-22,80 36 57.7971,80.61605475,+00 48 23.0185,0.80639403
Mars,2017-05-23,81 17 18.6336,81.28850933,+00 48 46.0324,0.81278678
Mars,2017-05-24,81 57 37.4819,81.96041164,+00 49 8.8154,0.81911539
Mars,2017-05-25,82 37 54.3382,82.63176061,+00 49 31.3711,0.82538086
Mars,2017-05-26,83 18 9.1902,83.30255283,+00 49 53.7019,0.83158386
Mars,2017-05-27,83 58 22.0198,83.97278328,+00 50 15.8093,0.83772481
Mars,2017-05-28,84 38 32.8062,84.64244617,+00 50 37.6934,0.84380372
Mars,2017-05-29,85 18 41.5296,85.31153600,+00 50 59.3532,0.84982033
Mars,2017-05-30,85 58 48.1751,85.98004864,+00 51 20.7871,0.85577419
Mars,2017-05-31,86 38 52.7342,86.64798172,+00 51 41.9928,0.86166467
Mars,2017-06-01,87 18 55.2060,87.31533500,+00 52 2.9682,0.86749117
Mars,2017-06-02,87 58 55.5966,87.98211017,+00 52 23.7111,0.87325308
Mars,2017-06-03,88 38 53.9184,88.64831067,+00 52 44.2199,0.87894997
Mars,2017-06-04,89 18 50.1894,89.31394150,+00 53 4.4932,0.88458144
Mars,2017-06-05,89 58 44.4315,89.97900875,+00 53 24.5302,0.89014728
Mars,2017-06-06,90 38 36.6708,90.64351967,+00 53 44.3303,0.89564731
Mars,2017-06-07,91 18 26.9362,91.30748228,+00 54 3.8937,0.90108158
Mars,2017-06-08,91 58 15.2593,91.97090536,+00 54 23.2208,0.90645022
Mars,2017-06-09,92 38 1.6736,92.63379822,+00 54 42.3125,0.91175347
Mars,2017-06-10,93 17 46.2145,93.29617069,+00 55 1.1703,0.91699175
Mars,2017-06-11,93 57 28.9187,93.95803297,+00 55 19.7960,0.92216556
Mars,2017-06-12,94 37 9.8236,94.61939544,+00 55 38.1919,0.92727553
Mars,2017-06-13,95 16 48.9668,95.28026856,+00 55 56.3606,0.93232239
Mars,2017-06-14,95 56 26.3856,95.94066267,+00 56 14.3053,0.93730703
Mars,2017-06-15,96 36 2.1165,96.60058792,+00 56 32.0293,0.94223036
Mars,2017-06-16,97 15 36.1947,97.26005408,+00 56 49.5362,0.94709339
Mars,2017-06-17,97 55 8.6528,97.91907022,+00 57 6.8300,0.95189722
Mars,2017-06-18,98 34 39.5207,98.57764464,+00 57 23.9147,0.95664297
Mars,2017-06-19,99 14 8.8237,99.23578436,+00 57 40.7943,0.96133175
Mars,2017-06-20,99 53 36.5815,99.89349486,+00 57 57.4727,0.96596464
Mars,2017-06-21,100 33 2.8067,100.55077964,+00 58 13.9533,0.97054258
Mars,2017-06-22,101 12 27.5038,101.20763994,+00 58 30.2389,0.97506636
Mars,2017-06-23,101 51 50.6687,101.86407464,+00 58 46.3314,0.97953650
Mars,2017-06-24,102 31 12.2903,102.52008064,+00 59 2.2315,0.98395319
Mars,2017-06-25,103 10 32.3524,103.17565344,+00 59 17.9389,0.98831636
Mars,2017-06-26,103 49 50.8379,103.83078831,+00 59 33.4519,0.99262553
Mars,2017-06-27,104 29 7.7316,104.48548100,+00 59 48.7686,0.99688017
Mars,2017-06-28,105 8 23.0236,105.13972878,+01 0 3.8865,1.00107958
Mars,2017-06-29,105 47 36.7105,105.79353069,+01 0 18.8031,1.00522308
Mars,2017-06-30,106 26 48.7954,106.44688761,+01 0 33.5163,1.00931008
Mars,2017-07-01,107 5 59.2881,107.09980225,+01 0 48.0244,1.01334011
Mars,2017-07-02,107 45 8.2035,107.75227875,+01 1 2.3261,1.01731281
Mars,2017-07-03,108 24 15.5609,108.40432247,+01 1 16.4207,1.02122797
Mars,2017-07-04,109 3 21.3836,109.05593989,+01 1 30.3080,1.02508556
Mars,2017-07-05,109 42 25.6977,109.70713825,+01 1 43.9881,1.02888558
Mars,2017-07-06,110 21 28.5324,110.35792567,+01 1 57.4615,1.03262819
Mars,2017-07-07,111 0 29.9190,111.00831083,+01 2 10.7294,1.03631372
Mars,2017-07-08,111 39 29.8912,111.65830311,+01 2 23.7931,1.03994253
Mars,2017-07-09,112 18 28.4846,112.30791239,+01 2 36.6546,1.04351517
Mars,2017-07-10,112 57 25.7363,112.95714897,+01 2 49.3161,1.04703225
Mars,2017-07-11,113 36 21.6844,113.60602344,+01 3 1.7803,1.05049453
Mars,2017-07-12,114 15 16.3676,114.25454656,+01 3 14.0502,1.05390283
Mars,2017-07-13,114 54 9.8241,114.90272892,+01 3 26.1292,1.05725811
Mars,2017-07-14,115 33 2.0913,115.55058092,+01 3 38.0207,1.06056131
Mars,2017-07-15,116 11 53.2044,116.19811233,+01 3 49.7283,1.06381342
Mars,2017-07-16,116 50 43.1958,116.84533217,+01 4 1.2558,1.06701550
Mars,2017-07-17,117 29 32.0938,117.49224828,+01 4 12.6065,1.07016847
Mars,2017-07-18,118 8 19.9212,118.13886700,+01 4 23.7837,1.07327325
Mars,2017-07-19,118 47 6.6943,118.78519286,+01 4 34.7899,1.07633053
Mars,2017-07-20,119 25 52.4222,119.43122839,+01 4 45.6272,1.07934089
Mars,2017-07-21,120 4 37.1055,120.07697375,+01 4 56.2965,1.08230458
Mars,2017-07-22,120 43 20.7378,120.72242717,+01 5 6.7978,1.08522161
Mars,2017-07-23,121 22 3.3065,121.36758514,+01 5 17.1301,1.08809169
Mars,2017-07-24,122 0 44.7961,122.01244336,+01 5 27.2916,1.09091433
Mars,2017-07-25,122 39 25.1909,122.65699747,+01 5 37.2798,1.09368883
Mars,2017-07-26,123 18 4.4781,123.30124392,+01 5 47.0919,1.09641442
Mars,2017-07-27,123 56 42.6501,123.94518058,+01 5 56.7254,1.09909039
Mars,2017-07-28,124 35 19.7048,124.58880689,+01 6 6.1781,1.10171614
Mars,2017-07-29,125 13 55.6463,125.23212397,+01 6 15.4480,1.10429111
Mars,2017-07-30,125 52 30.4841,125.87513447,+01 6 24.5340,1.10681500
Mars,2017-07-31,126 31 4.2320,126.51784222,+01 6 33.4353,1.10928758
Mars,2017-08-01,127 9 36.9080,127.16025222,+01 6 42.1516,1.11170878
Mars,2017-08-02,127 48 8.5333,127.80237036,+01 6 50.6830,1.11407861
Mars,2017-08-03,128 26 39.1320,128.44420333,+01 6 59.0301,1.11639725
Mars,2017-08-04,129 5 8.7308,129.08575856,+01 7 7.1938,1.11866494
Mars,2017-08-05,129 43 37.3592,129.72704422,+01 7 15.1756,1.12088211
Mars,2017-08-06,130 22 5.0491,130.36806919,+01 7 22.9771,1.12304919
Mars,2017-08-07,131 0 31.8346,131.00884294,+01 7 30.6005,1.12516681
Mars,2017-08-08,131 38 57.7518,131.64937550,+01 7 38.0484,1.12723567
Mars,2017-08-09,132 17 22.8383,132.28967731,+01 7 45.3235,1.12925653
Mars,2017-08-10,132 55 47.1322,132.92975894,+01 7 52.4290,1.13123028
Mars,2017-08-11,133 34 10.6712,133.56963089,+01 7 59.3681,1.13315781
Mars,2017-08-12,134 12 33.4912,134.20930311,+01 8 6.1441,1.13504003
Mars,2017-08-13,134 50 55.6253,134.84878481,+01 8 12.7600,1.13687778
Mars,2017-08-14,135 29 17.1024,135.48808400,+01 8 19.2188,1.13867189
Mars,2017-08-15,136 7 37.9459,136.12720719,+01 8 25.5227,1.14042297
Mars,2017-08-16,136 45 58.1727,136.76615908,+01 8 31.6734,1.14213150
